pokemonId,pokemonName,ndexId,moveIds,generation
1,bulbasaur,1,"14,22,33,124",7
1,bulbasaur,1,"14,36,38,275",7
1,bulbasaur,1,"14,45,74,130",7
1,bulbasaur,1,"14,75,77,174",7
1,bulbasaur,1,"14,76,80,203",7
1,bulbasaur,1,"14,79,113,204",7
1,bulbasaur,1,"14,92,133,320",7
1,bulbasaur,1,"14,104,580,200",7
1,bulbasaur,1,"14,188,345,497",7
1,bulbasaur,1,"14,219,437,438",7
1,bulbasaur,1,"22,36,45,203",7
1,bulbasaur,1,"22,38,74,174",7
1,bulbasaur,1,"22,75,76,130",7
1,bulbasaur,1,"22,77,79,320",7
1,bulbasaur,1,"22,80,92,204",7
1,bulbasaur,1,"22,113,133,275",7
1,bulbasaur,1,"22,156,345,200",7
1,bulbasaur,1,"22,164,474,580",7
1,bulbasaur,1,"22,188,437,520",7
1,bulbasaur,1,"33,36,74,204",7
1,bulbasaur,1,"33,38,45,345",7
1,bulbasaur,1,"33,75,79,203",7
1,bulbasaur,1,"33,76,174,188",7
1,bulbasaur,1,"33,77,80,130",7
1,bulbasaur,1,"33,92,275,474",7
1,bulbasaur,1,"33,104,320,438",7
1,bulbasaur,1,"33,113,437,29",7
1,bulbasaur,1,"33,133,230,580",7
1,bulbasaur,1,"36,75,80,124",7
1,bulbasaur,1,"36,76,77,345",7
1,bulbasaur,1,"36,79,92,130",7
1,bulbasaur,1,"36,104,133,437",7
1,bulbasaur,1,"36,113,156,580",7
1,bulbasaur,1,"36,164,174,230",7
1,bulbasaur,1,"36,182,188,320",7
1,bulbasaur,1,"38,75,104,204",7
1,bulbasaur,1,"38,76,79,124",7
1,bulbasaur,1,"38,77,92,437",7
1,bulbasaur,1,"38,80,182,580",7
1,bulbasaur,1,"38,113,130,188",7
1,bulbasaur,1,"38,133,203,438",7
1,bulbasaur,1,"38,156,320,474",7
1,bulbasaur,1,"45,75,188,275",7
1,bulbasaur,1,"45,76,133,204",7
1,bulbasaur,1,"45,77,104,124",7
1,bulbasaur,1,"45,79,80,174",7
1,bulbasaur,1,"45,92,438,580",7
1,bulbasaur,1,"45,113,320,20",7
1,bulbasaur,1,"45,156,437,282",7
1,bulbasaur,1,"74,75,133,345",7
1,bulbasaur,1,"74,76,275,497",7
1,bulbasaur,1,"74,77,203,219",7
1,bulbasaur,1,"74,79,437,526",7
1,bulbasaur,1,"74,80,320,520",7
1,bulbasaur,1,"74,92,113,124",7
1,bulbasaur,1,"75,164,320,29",7
1,bulbasaur,1,"75,202,580,20",7
1,bulbasaur,1,"75,437,474,497",7
1,bulbasaur,1,"76,219,580,29",7
1,bulbasaur,1,"76,230,320,200",7
1,bulbasaur,1,"77,156,204,438",7
1,bulbasaur,1,"77,164,275,200",7
1,bulbasaur,1,"77,188,526,580",7
1,bulbasaur,1,"79,104,275,520",7
1,bulbasaur,1,"79,207,345,580",7
1,bulbasaur,1,"80,104,345,282",7
1,bulbasaur,1,"80,156,275,526",7
1,bulbasaur,1,"80,164,437,20",7
1,bulbasaur,1,"92,156,203,520",7
1,bulbasaur,1,"92,174,235,282",7
1,bulbasaur,1,"92,345,526,29",7
1,bulbasaur,1,"104,113,174,474",7
1,bulbasaur,1,"104,130,156,230",7
1,bulbasaur,1,"104,202,203,526",7
1,bulbasaur,1,"113,182,203,200",7
1,bulbasaur,1,"113,345,438,520",7
1,bulbasaur,1,"124,130,133,164",7
1,bulbasaur,1,"124,156,174,219",7
1,bulbasaur,1,"124,182,202,204",7
1,bulbasaur,1,"124,188,203,207",7
1,bulbasaur,1,"124,213,214,230",7
1,bulbasaur,1,"124,216,218,235",7
1,bulbasaur,1,"124,237,241,267",7
1,bulbasaur,1,"124,263,275,320",7
1,bulbasaur,1,"124,345,388,402",7
1,bulbasaur,1,"124,412,437,447",7
1,bulbasaur,1,"124,438,474,496",7
1,bulbasaur,1,"124,497,520,526",7
1,bulbasaur,1,"124,580,590,73",7
1,bulbasaur,1,"124,20,173,282",7
1,bulbasaur,1,"124,29,72,115",7
1,bulbasaur,1,"130,174,182,275",7
1,bulbasaur,1,"130,202,207,437",7
1,bulbasaur,1,"130,203,204,235",7
1,bulbasaur,1,"130,213,216,438",7
1,bulbasaur,1,"130,214,218,520",7
1,bulbasaur,1,"130,219,237,474",7
