pokemonId,pokemonName,ndexId,moveIds,generation
592,uxie,480,"207,277,326,202",9
592,uxie,480,"207,277,326,262",9
592,uxie,480,"207,277,326,175",9
592,uxie,480,"207,277,76,832",9
592,uxie,480,"207,277,215,832",9
592,uxie,480,"207,277,512,281",9
592,uxie,480,"207,277,161,175",9
592,uxie,480,"207,277,202,262",9
592,uxie,480,"207,277,202,832",9
592,uxie,480,"207,277,262,583",9
592,uxie,480,"207,277,262,175",9
592,uxie,480,"207,277,262,832",9
592,uxie,480,"207,277,262,231",9
592,uxie,480,"207,277,262,369",9
592,uxie,480,"207,277,262,281",9
592,uxie,480,"207,277,272,175",9
592,uxie,480,"207,277,175,832",9
592,uxie,480,"207,277,175,427",9
592,uxie,480,"207,277,175,278",9
592,uxie,480,"207,277,832,492",9
592,uxie,480,"207,277,832,281",9
592,uxie,480,"207,277,832,133",9
592,uxie,480,"207,277,369,281",9
592,uxie,480,"207,277,281,427",9
592,uxie,480,"207,374,286,175",9
592,uxie,480,"207,374,326,175",9
592,uxie,480,"207,374,473,175",9
592,uxie,480,"207,374,797,175",9
592,uxie,480,"207,374,472,175",9
592,uxie,480,"207,374,76,832",9
592,uxie,480,"207,374,248,175",9
592,uxie,480,"207,374,215,832",9
592,uxie,480,"207,374,478,175",9
592,uxie,480,"207,374,161,262",9
592,uxie,480,"207,374,161,175",9
592,uxie,480,"207,374,446,262",9
592,uxie,480,"207,374,202,832",9
592,uxie,480,"207,374,262,272",9
592,uxie,480,"207,374,262,175",9
592,uxie,480,"207,374,262,832",9
592,uxie,480,"207,374,262,231",9
592,uxie,480,"207,374,262,281",9
592,uxie,480,"207,374,175,832",9
592,uxie,480,"207,374,175,477",9
592,uxie,480,"207,374,832,492",9
592,uxie,480,"207,374,832,281",9
592,uxie,480,"207,374,832,133",9
592,uxie,480,"207,374,281,427",9
592,uxie,480,"207,263,76,832",9
592,uxie,480,"207,263,215,832",9
721,emolga,587,"207,374,310,814",9
721,emolga,587,"207,374,310,609",9
721,emolga,587,"207,374,310,569",9
721,emolga,587,"207,374,310,209",9
721,emolga,587,"207,374,310,355",9
721,emolga,587,"207,374,84,814",9
721,emolga,587,"207,374,84,228",9
721,emolga,587,"207,374,84,366",9
721,emolga,587,"207,374,84,403",9
721,emolga,587,"207,374,84,355",9
721,emolga,587,"207,374,486,228",9
721,emolga,587,"207,374,814,435",9
721,emolga,587,"207,374,814,609",9
721,emolga,587,"207,374,814,39",9
721,emolga,587,"207,374,814,569",9
721,emolga,587,"207,374,814,209",9
721,emolga,587,"207,374,527,228",9
721,emolga,587,"207,374,268,228",9
721,emolga,587,"207,374,321,569",9
721,emolga,587,"207,374,321,403",9
721,emolga,587,"207,374,321,355",9
721,emolga,587,"207,374,432,609",9
721,emolga,587,"207,374,432,39",9
721,emolga,587,"207,374,432,569",9
721,emolga,587,"207,374,432,209",9
721,emolga,587,"207,374,228,435",9
721,emolga,587,"207,374,228,598",9
721,emolga,587,"207,374,228,609",9
721,emolga,587,"207,374,228,521",9
721,emolga,587,"207,374,228,569",9
721,emolga,587,"207,374,228,804",9
721,emolga,587,"207,374,228,209",9
721,emolga,587,"207,374,228,683",9
