pokemonId,pokemonName,ndexId,moveIds,generation
1,bulbasaur,1,"15,22,33,80",3
1,bulbasaur,1,"15,45,70,130",3
1,bulbasaur,1,"15,73,74,204",3
1,bulbasaur,1,"15,75,76,174",3
1,bulbasaur,1,"15,77,79,113",3
1,bulbasaur,1,"15,92,249,320",3
1,bulbasaur,1,"15,104,345,111",3
1,bulbasaur,1,"22,45,73,174",3
1,bulbasaur,1,"22,70,74,113",3
1,bulbasaur,1,"22,75,77,130",3
1,bulbasaur,1,"22,76,79,204",3
1,bulbasaur,1,"22,92,188,219",3
1,bulbasaur,1,"22,104,230,320",3
1,bulbasaur,1,"22,148,249,345",3
1,bulbasaur,1,"33,45,74,219",3
1,bulbasaur,1,"33,70,73,320",3
1,bulbasaur,1,"33,75,79,345",3
1,bulbasaur,1,"33,76,92,130",3
1,bulbasaur,1,"33,77,104,174",3
1,bulbasaur,1,"33,113,148,188",3
1,bulbasaur,1,"33,156,204,235",3
1,bulbasaur,1,"45,75,80,92",3
1,bulbasaur,1,"45,76,77,345",3
1,bulbasaur,1,"45,79,148,320",3
1,bulbasaur,1,"45,104,202,204",3
1,bulbasaur,1,"45,113,156,230",3
1,bulbasaur,1,"70,75,148,204",3
1,bulbasaur,1,"70,76,80,104",3
1,bulbasaur,1,"70,77,219,230",3
1,bulbasaur,1,"70,79,174,249",3
1,bulbasaur,1,"70,156,188,345",3
1,bulbasaur,1,"73,75,113,249",3
1,bulbasaur,1,"73,77,80,148",3
1,bulbasaur,1,"73,79,104,130",3
1,bulbasaur,1,"73,213,219,111",3
1,bulbasaur,1,"74,75,156,320",3
1,bulbasaur,1,"74,79,80,182",3
1,bulbasaur,1,"74,92,174,230",3
1,bulbasaur,1,"74,130,148,202",3
1,bulbasaur,1,"76,113,235,111",3
1,bulbasaur,1,"76,219,320,210",3
1,bulbasaur,1,"77,92,204,111",3
1,bulbasaur,1,"77,182,188,320",3
1,bulbasaur,1,"79,156,219,331",3
1,bulbasaur,1,"80,113,130,174",3
1,bulbasaur,1,"80,156,202,249",3
1,bulbasaur,1,"80,188,204,34",3
1,bulbasaur,1,"80,216,218,111",3
1,bulbasaur,1,"80,219,235,237",3
1,bulbasaur,1,"92,113,202,345",3
1,bulbasaur,1,"113,182,204,331",3
1,bulbasaur,1,"130,156,241,111",3
1,bulbasaur,1,"130,182,213,230",3
1,bulbasaur,1,"130,188,216,235",3
1,bulbasaur,1,"130,204,218,219",3
1,bulbasaur,1,"130,237,249,331",3
1,bulbasaur,1,"130,263,290,320",3
1,bulbasaur,1,"130,345,14,34",3
1,bulbasaur,1,"148,174,235,34",3
1,bulbasaur,1,"174,182,216,345",3
1,bulbasaur,1,"174,188,202,111",3
1,bulbasaur,1,"174,204,213,320",3
1,bulbasaur,1,"174,218,331,189",3
1,bulbasaur,1,"204,216,230,249",3
1,bulbasaur,1,"204,237,345,210",3
1,bulbasaur,1,"204,241,14,189",3
1,bulbasaur,1,"237,320,14,111",3
3,venusaur,3,"15,22,33,46",3
3,venusaur,3,"15,45,63,73",3
3,venusaur,3,"15,70,74,338",3
3,venusaur,3,"15,75,79,89",3
3,venusaur,3,"22,45,70,89",3
3,venusaur,3,"22,63,74,75",3
3,venusaur,3,"22,73,76,338",3
3,venusaur,3,"33,45,75,338",3
3,venusaur,3,"33,63,70,79",3
3,venusaur,3,"33,73,74,89",3
3,venusaur,3,"45,46,74,76",3
3,venusaur,3,"46,63,77,89",3
3,venusaur,3,"46,70,73,188",3
3,venusaur,3,"46,75,92,111",3
3,venusaur,3,"46,79,104,148",3
3,venusaur,3,"46,156,182,338",3
3,venusaur,3,"63,76,188,235",3
3,venusaur,3,"63,92,104,338",3
3,venusaur,3,"63,148,230,111",3
3,venusaur,3,"77,79,188,338",3
3,venusaur,3,"89,104,235,111",3
3,venusaur,3,"89,148,202,338",3
3,venusaur,3,"89,188,230,331",3
3,venusaur,3,"213,216,218,338",3
3,venusaur,3,"230,235,237,338",3
3,venusaur,3,"241,249,263,338",3
3,venusaur,3,"290,331,14,338",3
3,venusaur,3,"34,38,102,338",3
3,venusaur,3,"111,164,173,338",3
3,venusaur,3,"189,203,207,338",3
6,charmander,4,"10,14,15,187",3
6,charmander,4,"10,44,45,52",3
6,charmander,4,"10,53,70,200",3
6,charmander,4,"10,82,83,246",3
6,charmander,4,"10,91,92,349",3
6,charmander,4,"10,99,104,251",3
6,charmander,4,"14,44,53,82",3
6,charmander,4,"14,45,70,251",3
6,charmander,4,"14,52,83,200",3
6,charmander,4,"14,91,108,246",3
6,charmander,4,"14,99,126,349",3
6,charmander,4,"15,44,70,108",3
6,charmander,4,"15,45,53,246",3
6,charmander,4,"15,52,82,251",3
6,charmander,4,"15,83,104,349",3
6,charmander,4,"15,91,99,200",3
6,charmander,4,"44,83,91,157",3
6,charmander,4,"44,92,99,187",3
6,charmander,4,"44,104,126,200",3
6,charmander,4,"44,156,163,315",3
6,charmander,4,"44,182,184,251",3
6,charmander,4,"44,213,246,7",3
6,charmander,4,"44,216,264,349",3
6,charmander,4,"44,218,337,232",3
6,charmander,4,"44,231,5,129",3
6,charmander,4,"44,332,25,111",3
6,charmander,4,"45,82,91,187",3
6,charmander,4,"45,92,108,200",3
6,charmander,4,"45,156,157,349",3
