pokemonId,pokemonName,ndexId,moveIds,generation
1,bulbasaur,1,"13,15,22,29",2
1,bulbasaur,1,"13,33,45,73",2
1,bulbasaur,1,"13,74,75,76",2
1,bulbasaur,1,"13,77,79,80",2
1,bulbasaur,1,"13,92,104,111",2
1,bulbasaur,1,"13,113,130,148",2
1,bulbasaur,1,"13,156,173,202",2
1,bulbasaur,1,"13,174,182,204",2
1,bulbasaur,1,"13,189,203,210",2
1,bulbasaur,1,"13,207,213,230",2
1,bulbasaur,1,"13,214,216,235",2
1,bulbasaur,1,"15,33,74,80",2
1,bulbasaur,1,"15,45,75,130",2
1,bulbasaur,1,"15,73,76,204",2
1,bulbasaur,1,"15,77,111,113",2
1,bulbasaur,1,"15,79,92,219",2
1,bulbasaur,1,"22,33,75,204",2
1,bulbasaur,1,"22,45,74,113",2
1,bulbasaur,1,"22,73,77,130",2
1,bulbasaur,1,"22,76,80,92",2
1,bulbasaur,1,"22,104,210,219",2
1,bulbasaur,1,"29,33,76,130",2
1,bulbasaur,1,"29,45,77,204",2
1,bulbasaur,1,"29,73,74,219",2
1,bulbasaur,1,"29,75,79,113",2
1,bulbasaur,1,"29,80,104,148",2
1,bulbasaur,1,"33,111,202,219",2
1,bulbasaur,1,"45,80,111,156",2
1,bulbasaur,1,"73,75,80,173",2
1,bulbasaur,1,"73,92,113,210",2
1,bulbasaur,1,"74,79,104,130",2
1,bulbasaur,1,"74,92,148,204",2
1,bulbasaur,1,"79,111,173,204",2
1,bulbasaur,1,"80,113,174,189",2
1,bulbasaur,1,"80,130,182,202",2
1,bulbasaur,1,"80,203,204,219",2
1,bulbasaur,1,"80,207,210,214",2
1,bulbasaur,1,"92,130,156,230",2
1,bulbasaur,1,"104,113,156,204",2
1,bulbasaur,1,"111,130,174,210",2
1,bulbasaur,1,"130,173,189,219",2
1,bulbasaur,1,"130,203,207,235",2
1,bulbasaur,1,"130,204,213,214",2
1,bulbasaur,1,"189,202,204,207",2
1,bulbasaur,1,"204,210,216,218",2
3,venusaur,3,"15,22,29,46",2
3,venusaur,3,"15,33,63,73",2
3,venusaur,3,"22,45,63,74",2
3,venusaur,3,"29,63,75,79",2
3,venusaur,3,"33,45,46,75",2
3,venusaur,3,"46,63,76,77",2
3,venusaur,3,"46,73,74,79",2
3,venusaur,3,"46,92,104,235",2
3,venusaur,3,"63,111,189,235",2
6,charmander,4,"7,10,15,44",2
6,charmander,4,"7,29,45,200",2
6,charmander,4,"7,52,53,157",2
6,charmander,4,"7,70,82,187",2
6,charmander,4,"7,83,91,246",2
6,charmander,4,"7,92,99,251",2
6,charmander,4,"10,29,52,187",2
6,charmander,4,"10,45,53,246",2
6,charmander,4,"10,70,83,157",2
6,charmander,4,"10,82,91,200",2
6,charmander,4,"10,104,108,251",2
6,charmander,4,"15,29,53,251",2
6,charmander,4,"15,45,82,157",2
6,charmander,4,"15,52,70,200",2
6,charmander,4,"15,83,92,187",2
6,charmander,4,"15,99,108,246",2
6,charmander,4,"29,44,70,108",2
6,charmander,4,"29,82,92,246",2
6,charmander,4,"29,99,129,157",2
6,charmander,4,"44,45,52,83",2
6,charmander,4,"44,53,82,99",2
6,charmander,4,"44,91,104,187",2
6,charmander,4,"44,92,111,126",2
6,charmander,4,"44,129,156,200",2
6,charmander,4,"44,157,163,210",2
6,charmander,4,"44,173,184,251",2
6,charmander,4,"44,189,225,246",2
6,charmander,4,"45,70,91,251",2
6,charmander,4,"45,99,111,187",2
6,charmander,4,"52,82,111,251",2
6,charmander,4,"52,104,126,246",2
6,charmander,4,"53,83,104,200",2
6,charmander,4,"53,108,126,187",2
6,charmander,4,"70,111,163,246",2
6,charmander,4,"83,126,163,251",2
6,charmander,4,"91,92,108,157",2
6,charmander,4,"92,163,173,200",2
6,charmander,4,"99,126,174,200",2
6,charmander,4,"104,111,157,184",2
6,charmander,4,"108,111,182,200",2
6,charmander,4,"129,163,174,187",2
6,charmander,4,"129,182,225,251",2
6,charmander,4,"129,184,210,246",2
6,charmander,4,"156,157,187,225",2
6,charmander,4,"156,223,246,251",2
6,charmander,4,"157,189,200,223",2
6,charmander,4,"173,182,187,210",2
6,charmander,4,"184,187,189,203",2
6,charmander,4,"184,200,207,225",2
6,charmander,4,"187,200,213,214",2
6,charmander,4,"187,207,216,251",2
6,charmander,4,"200,203,210,241",2
6,charmander,4,"200,216,231,246",2
6,charmander,4,"200,218,237,251",2
25,pidgeot,18,"16,17,18,63",2
25,pidgeot,18,"19,28,33,63",2
25,pidgeot,18,"63,92,98,119",2
27,rattata,19,"29,33,39,179",2
27,rattata,19,"29,44,59,158",2
27,rattata,19,"29,68,87,98",2
27,rattata,19,"29,91,103,162",2
27,rattata,19,"29,92,116,172",2
27,rattata,19,"29,154,196,228",2
27,rattata,19,"33,44,68,91",2
27,rattata,19,"33,59,87,103",2
27,rattata,19,"33,92,154,158",2
27,rattata,19,"33,98,116,162",2
27,rattata,19,"33,104,168,172",2
27,rattata,19,"39,44,87,129",2
27,rattata,19,"39,59,68,162",2
27,rattata,19,"39,91,98,154",2
27,rattata,19,"39,103,104,158",2
27,rattata,19,"39,111,116,196",2
27,rattata,19,"39,156,172,189",2
27,rattata,19,"44,92,98,179",2
27,rattata,19,"44,103,111,172",2
27,rattata,19,"44,104,154,162",2
27,rattata,19,"44,116,168,228",2
27,rattata,19,"59,91,111,179",2
27,rattata,19,"59,98,129,172",2
27,rattata,19,"59,116,154,247",2
27,rattata,19,"68,103,179,196",2
27,rattata,19,"68,111,129,158",2
27,rattata,19,"68,154,172,173",2
27,rattata,19,"87,91,116,158",2
27,rattata,19,"87,156,162,179",2
27,rattata,19,"87,172,174,182",2
27,rattata,19,"91,172,196,203",2
27,rattata,19,"98,103,228,249",2
27,rattata,19,"158,162,172,207",2
27,rattata,19,"158,168,173,179",2
27,rattata,19,"172,179,213,228",2
27,rattata,19,"172,214,216,247",2
29,raticate,20,"15,29,33,59",2
29,raticate,20,"15,39,46,63",2
29,raticate,20,"15,70,87,158",2
29,raticate,20,"15,91,92,162",2
29,raticate,20,"15,98,104,184",2
29,raticate,20,"15,111,196,228",2
29,raticate,20,"29,39,70,162",2
29,raticate,20,"29,46,91,158",2
29,raticate,20,"29,87,98,58",2
29,raticate,20,"29,129,168,184",2
29,raticate,20,"33,39,91,184",2
29,raticate,20,"33,46,70,228",2
29,raticate,20,"33,63,87,162",2
29,raticate,20,"33,92,158,58",2
29,raticate,20,"33,98,111,85",2
29,raticate,20,"39,59,129,85",2
29,raticate,20,"39,168,228,58",2
29,raticate,20,"46,59,98,162",2
29,raticate,20,"46,111,184,58",2
29,raticate,20,"59,63,91,228",2
29,raticate,20,"59,70,184,247",2
29,raticate,20,"63,70,98,196",2
29,raticate,20,"63,104,111,158",2
29,raticate,20,"104,129,162,58",2
29,raticate,20,"156,158,162,184",2
29,raticate,20,"158,168,173,85",2
29,raticate,20,"162,174,182,85",2
63,venonat,48,"33,48,50,103",2
63,venonat,48,"33,60,77,226",2
63,venonat,48,"48,76,78,226",2
63,venonat,48,"50,79,92,226",2
63,venonat,48,"60,76,79,103",2
63,venonat,48,"77,78,93,103",2
63,venonat,48,"92,94,103,230",2
63,venonat,48,"93,94,141,226",2
63,venonat,48,"103,104,188,193",2
63,venonat,48,"103,129,202,226",2
63,venonat,48,"156,188,226,230",2
89,machop,66,"2,7,8,227",2
89,machop,66,"2,9,27,66",2
89,machop,66,"2,29,67,113",2
89,machop,66,"2,43,89,96",2
89,machop,66,"7,9,69,113",2
89,machop,66,"7,27,29,70",2
89,machop,66,"7,66,67,96",2
89,machop,66,"8,9,96,126",2
89,machop,66,"8,27,43,67",2
89,machop,66,"8,66,70,113",2
89,machop,66,"9,29,43,227",2
89,machop,66,"27,69,89,91",2
89,machop,66,"27,92,96,184",2
89,machop,66,"27,104,113,116",2
89,machop,66,"27,126,156,168",2
89,machop,66,"27,173,174,227",2
89,machop,66,"27,182,189,233",2
89,machop,66,"27,193,197,238",2
89,machop,66,"27,203,207,53",2
89,machop,66,"29,69,96,233",2
89,machop,66,"43,91,92,113",2
89,machop,66,"66,69,92,227",2
89,machop,66,"67,70,89,227",2
89,machop,66,"70,91,96,53",2
89,machop,66,"89,113,126,173",2
89,machop,66,"91,104,126,227",2
89,machop,66,"96,113,156,193",2
89,machop,66,"96,116,168,227",2
89,machop,66,"113,168,174,184",2
89,machop,66,"113,182,227,238",2
89,machop,66,"113,197,203,233",2
89,machop,66,"156,184,189,227",2
89,machop,66,"193,203,223,227",2
89,machop,66,"207,213,227,233",2
113,magneton,82,"104,33,48,161",2
113,magneton,82,"104,49,63,84",2
113,magneton,82,"33,63,86,103",2
113,magneton,82,"48,63,87,199",2
113,magneton,82,"49,86,87,161",2
113,magneton,82,"63,92,205,161",2
113,magneton,82,"84,103,129,161",2
114,farfetchd,83,"14,15,16,19",2
114,farfetchd,83,"14,28,29,31",2
114,farfetchd,83,"14,43,64,92",2
114,farfetchd,83,"14,97,98,119",2
114,farfetchd,83,"14,104,129,175",2
114,farfetchd,83,"14,156,163,189",2
114,farfetchd,83,"14,168,173,193",2
114,farfetchd,83,"14,174,182,244",2
114,farfetchd,83,"14,197,211,231",2
114,farfetchd,83,"15,28,43,98",2
114,farfetchd,83,"15,29,64,97",2
114,farfetchd,83,"15,31,92,119",2
114,farfetchd,83,"15,104,189,206",2
114,farfetchd,83,"15,129,193,211",2
114,farfetchd,83,"15,163,175,244",2
114,farfetchd,83,"16,28,64,104",2
114,farfetchd,83,"16,29,43,119",2
114,farfetchd,83,"16,31,97,129",2
114,farfetchd,83,"16,92,98,163",2
114,farfetchd,83,"16,156,168,175",2
114,farfetchd,83,"16,173,174,206",2
114,farfetchd,83,"16,182,193,231",2
114,farfetchd,83,"16,189,213,244",2
114,farfetchd,83,"19,28,92,175",2
114,farfetchd,83,"19,29,98,193",2
114,farfetchd,83,"19,31,43,163",2
114,farfetchd,83,"19,64,119,231",2
114,farfetchd,83,"19,97,104,244",2
114,farfetchd,83,"28,97,156,206",2
114,farfetchd,83,"28,119,129,163",2
114,farfetchd,83,"28,168,211,244",2
114,farfetchd,83,"29,92,206,244",2
114,farfetchd,83,"29,173,175,211",2
114,farfetchd,83,"31,64,98,244",2
114,farfetchd,83,"31,104,156,193",2
114,farfetchd,83,"31,168,206,231",2
114,farfetchd,83,"31,175,189,197",2
114,farfetchd,83,"43,97,175,193",2
114,farfetchd,83,"64,163,168,174",2
114,farfetchd,83,"64,175,182,206",2
114,farfetchd,83,"97,163,231,241",2
114,farfetchd,83,"119,174,175,203",2
114,farfetchd,83,"119,193,197,206",2
162,starmie,121,"33,57,61,138",2
162,starmie,121,"33,59,63,109",2
162,starmie,121,"33,87,127,171",2
162,starmie,121,"57,59,171,229",2
162,starmie,121,"57,63,105,148",2
162,starmie,121,"57,87,109,129",2
162,starmie,121,"59,105,138,213",2
162,starmie,121,"61,63,87,92",2
162,starmie,121,"61,94,104,109",2
162,starmie,121,"61,105,129,171",2
162,starmie,121,"63,94,127,229",2
162,starmie,121,"87,104,138,229",2
162,starmie,121,"92,105,109,127",2
162,starmie,121,"109,138,148,196",2
162,starmie,121,"109,156,173,229",2
162,starmie,121,"109,171,244,250",2
163,mr-mime,122,"3,7,8,60",2
163,mr-mime,122,"3,9,29,93",2
163,mr-mime,122,"3,63,76,95",2
163,mr-mime,122,"3,87,92,96",2
163,mr-mime,122,"3,94,102,104",2
163,mr-mime,122,"3,112,113,115",2
163,mr-mime,122,"3,138,148,164",2
163,mr-mime,122,"3,156,168,219",2
163,mr-mime,122,"3,171,173,248",2
163,mr-mime,122,"3,174,226,227",2
163,mr-mime,122,"7,9,63,102",2
163,mr-mime,122,"7,29,76,96",2
163,mr-mime,122,"7,87,93,95",2
163,mr-mime,122,"7,92,94,164",2
163,mr-mime,122,"7,104,112,226",2
163,mr-mime,122,"7,113,138,219",2
163,mr-mime,122,"7,115,148,189",2
163,mr-mime,122,"7,156,227,248",2
163,mr-mime,122,"8,9,76,164",2
163,mr-mime,122,"8,29,63,227",2
163,mr-mime,122,"8,87,94,115",2
163,mr-mime,122,"8,92,93,102",2
163,mr-mime,122,"8,95,96,168",2
163,mr-mime,122,"8,112,213,219",2
163,mr-mime,122,"8,113,171,226",2
163,mr-mime,122,"9,60,87,104",2
163,mr-mime,122,"9,92,95,115",2
163,mr-mime,122,"9,94,96,219",2
163,mr-mime,122,"9,112,168,248",2
163,mr-mime,122,"9,138,226,244",2
163,mr-mime,122,"29,60,92,112",2
163,mr-mime,122,"29,87,102,113",2
163,mr-mime,122,"29,94,95,226",2
163,mr-mime,122,"29,104,115,164",2
163,mr-mime,122,"60,63,93,96",2
163,mr-mime,122,"60,76,94,113",2
163,mr-mime,122,"60,95,102,138",2
163,mr-mime,122,"60,115,156,85",2
163,mr-mime,122,"60,148,168,227",2
163,mr-mime,122,"60,164,171,174",2
163,mr-mime,122,"60,173,189,219",2
163,mr-mime,122,"60,192,223,226",2
163,mr-mime,122,"63,87,112,164",2
163,mr-mime,122,"63,92,113,248",2
163,mr-mime,122,"63,115,171,219",2
163,mr-mime,122,"63,148,226,85",2
163,mr-mime,122,"76,87,156,226",2
163,mr-mime,122,"76,93,112,227",2
163,mr-mime,122,"76,102,115,168",2
163,mr-mime,122,"76,213,223,248",2
163,mr-mime,122,"87,182,219,227",2
163,mr-mime,122,"93,104,113,168",2
163,mr-mime,122,"93,115,173,226",2
163,mr-mime,122,"93,156,164,182",2
163,mr-mime,122,"95,104,148,219",2
163,mr-mime,122,"95,112,156,189",2
163,mr-mime,122,"95,113,164,173",2
163,mr-mime,122,"95,171,192,227",2
163,mr-mime,122,"95,174,248,85",2
163,mr-mime,122,"96,102,112,148",2
163,mr-mime,122,"96,104,138,227",2
163,mr-mime,122,"96,113,189,244",2
163,mr-mime,122,"96,115,174,182",2
163,mr-mime,122,"96,164,192,203",2
163,mr-mime,122,"96,171,207,85",2
163,mr-mime,122,"96,213,214,226",2
163,mr-mime,122,"102,156,171,223",2
163,mr-mime,122,"102,164,189,207",2
163,mr-mime,122,"102,173,182,85",2
163,mr-mime,122,"102,174,192,219",2
163,mr-mime,122,"102,203,214,248",2
163,mr-mime,122,"102,216,218,226",2
163,mr-mime,122,"115,203,223,227",2
163,mr-mime,122,"164,168,213,216",2
163,mr-mime,122,"164,214,218,219",2
163,mr-mime,122,"164,223,237,241",2
163,mr-mime,122,"164,226,247,248",2
163,mr-mime,122,"164,227,244,85",2
184,porygon,137,"33,59,60,159",2
184,porygon,137,"63,87,92,159",2
184,porygon,137,"94,97,104,159",2
184,porygon,137,"105,129,138,159",2
184,porygon,137,"148,156,159,160",2
184,porygon,137,"159,161,168,171",2
184,porygon,137,"159,173,174,176",2
184,porygon,137,"159,182,192,196",2
184,porygon,137,"159,199,203,207",2
184,porygon,137,"159,214,216,218",2
184,porygon,137,"159,231,237,240",2
184,porygon,137,"159,241,244,58",2
14,blastoise,9,"8,29,46,110",2
14,blastoise,9,"8,33,44,89",2
14,blastoise,9,"8,39,63,130",2
14,blastoise,9,"29,33,63,145",2
14,blastoise,9,"29,39,56,89",2
14,blastoise,9,"33,39,46,205",2
14,blastoise,9,"44,46,55,111",2
